# METADATA:
# 000BV: Paris 5ème - Tour Zamansky, Jussieu
# 000CT: Paris 6ème - Saint Germain des Prés
# 000EW: Paris 20ème - Porte de Vincennes
# ME028: [MAE] Collège Jean Moulin - MONTREUIL
# ME098: [MAE] ESPE - PARIS
# ME099: [MAE] LATMOS - PARIS 
# STATIC0061: [MAE] Paris 12ème - Porte Dorée
# Source: www.infoclimat.fr
# Licence Ouverte/Open License: http://wiki.data.gouv.fr/images/9/9d/Licence_Ouverte.pdf
station_id;dh_utc;temperature;pression;pression_variation_3h;humidite;point_de_rosee;visibilite;vent_moyen;vent_rafales;vent_rafales_10min;vent_direction;temperature_min;temperature_max;pluie_1h;pluie_3h;pluie_6h;pluie_12h;pluie_24h;pluie_cumul_0h;pluie_intensite;pluie_intensite_max_1h;uv;uv_index;ensoleillement;temperature_sol;temps_omm;complements;source
000BV;2022-07-01 01:30:00;13;1015.7;;85;10.6;;6.4;;11.3;223;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.8@14.8@17@3:29am@12:00am@12.8@12.8@19.22@56@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 01:40:00;13.1;1015.8;;85;10.6;;4.8;;11.3;238;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.8@14.8@17@3:34am@12:00am@13.3@13.3@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 01:50:00;13;1015.8;;84;10.6;;4.8;;9.7;213;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.7@14.7@17@3:45am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 02:00:00;13;1015.9;;85;10.6;;1.6;;9.7;183;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.6@14.6@17@4:00am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 02:10:00;13;1016;;85;10.6;;1.6;;9.7;215;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.5@14.5@17@4:10am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 02:20:00;13;1016;;85;10.6;;1.6;;8;296;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.4@14.4@17@4:14am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 02:30:00;13;1016.1;;84;10.6;;3.2;;9.7;93;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.4@14.4@17@4:21am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 02:40:00;12.9;1016.2;;84;10.6;;4.8;;11.3;261;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.4@14.4@17@4:21am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1519@+0200;wlkIPxml
000BV;2022-07-01 02:50:00;12.9;1016.3;;85;10.6;;1.6;;8;306;12.9;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.3@14.3@17@4:50am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1645@+0200;wlkIPxml
000BV;2022-07-01 03:00:00;12.8;1016.4;1.1;84;10;;3.2;;14.5;236;12.8;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.3@14.3@17@4:56am@12:00am@12.2@12.8@19.22@55@52@56@12:00am@1:54am@2400@1659@+0200;wlkIPxml
000BV;2022-07-01 03:10:00;12.7;1016.3;1;84;10;;6.4;;16.1;186;12.7;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.3@14.3@17@4:56am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1708@+0200;wlkIPxml
000BV;2022-07-01 03:20:00;12.7;1016.4;1.1;84;10;;6.4;;12.9;157;12.7;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.2@14.2@17@5:17am@12:00am@12.2@12.8@19.22@55@52@56@12:00am@1:54am@2400@1714@+0200;wlkIPxml
000BV;2022-07-01 03:30:00;12.6;1016.5;1.2;84;10;;3.2;;11.3;64;12.6;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.2@14.2@17@5:30am@12:00am@12.8@12.8@19.22@54@52@56@12:00am@1:54am@2400@1724@+0200;wlkIPxml
000BV;2022-07-01 03:40:00;12.6;1016.5;1.2;84;10;;1.6;;6.4;328;12.6;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.1@14.1@17@5:40am@12:00am@12.8@12.8@19.22@54@52@56@12:00am@1:54am@2400@1733@+0200;wlkIPxml
000BV;2022-07-01 03:50:00;12.5;1016.6;1.3;84;10;;6.4;;12.9;338;12.5;14.9;;;;;;;;;0;0;;;;0@@0@@796@@@20.9@14.1@14@17@5:47am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1747@+0200;wlkIPxml
000BV;2022-07-01 04:00:00;12.4;1016.7;1.3;84;10;;6.4;;12.9;298;12.4;14.9;;;;;;;;;7;0;;;;0@@7@@796@@@20.9@14@14@17@5:47am@12:00am@11.7@12.2@19.22@55@52@56@12:00am@1:54am@2400@1753@+0200;wlkIPxml
000BV;2022-07-01 04:10:00;12.4;1016.8;1.4;84;10;;6.4;;12.9;257;12.4;14.9;;;;;;;;;12;0;;;;0@@12@@796@@@20.9@14@14@17@5:47am@12:00am@12.2@12.2@19.22@55@52@56@12:00am@1:54am@2400@1802@+0200;wlkIPxml
000BV;2022-07-01 04:20:00;12.5;1016.8;1.4;84;10;;3.2;;8;269;12.4;14.9;;;;;;;;;18;0;;;;0@@18@@796@@@20.9@14.1@14@17@5:47am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1802@+0200;wlkIPxml
000BV;2022-07-01 04:30:00;12.4;1016.9;1.5;84;10;;6.4;;14.5;317;12.4;14.9;;;;;;;;;32;0;;;;0@@32@@796@@@20.9@14.2@14@17@5:47am@12:00am@11.7@12.2@19.22@55@52@56@12:00am@1:54am@2400@1802@+0200;wlkIPxml
000BV;2022-07-01 04:40:00;12.3;1016.8;1.4;85;10;;6.4;;14.5;240;12.3;14.9;;;;;;;;;49;0;;;;0@@49@@796@@@20.9@14.4@14@17@5:47am@12:00am@12.2@12.2@19.22@55@52@56@12:00am@1:54am@2400@1838@+0200;wlkIPxml
000BV;2022-07-01 04:50:00;12.3;1016.9;1.5;85;10;;6.4;;14.5;90;12.3;14.9;;;;;;;;;69;0;;;;0@@69@@796@@@20.9@14.7@14@17@5:47am@12:00am@12.2@12.2@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 05:00:00;12.4;1017;1.1;85;10;;6.4;;14.5;103;12.3;14.9;;;;;;;;;90;0;;;;0@@90@@796@@@20.9@14.9@14@17@5:47am@12:00am@12.2@12.2@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 05:10:00;12.6;1017;1.1;84;10;;8;;19.3;284;12.3;14.9;;;;;;;;;116;0;;;;0@@116@@796@@@20.9@15.1@14@17@5:47am@12:00am@11.1@12.8@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 05:20:00;12.6;1017.1;1.2;83;10;;9.7;;17.7;345;12.3;14.9;;;;;;;;;146;0;;;;0@@146@@796@@@20.9@15.3@14@17@5:47am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 05:30:00;12.9;1017.2;1.3;82;10;;8;;16.1;284;12.3;14.9;;;;;;;;;174;0;;;;0@@174@@796@@@20.9@15.6@14@17@5:47am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 05:40:00;12.9;1017.2;1.3;81;10;;8;;16.1;267;12.3;14.9;;;;;;;;;202;0;;;;0@@202@@796@@@20.9@15.8@14@17@5:47am@12:00am@12.8@12.8@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 05:50:00;13.1;1017.3;1.4;80;10;;6.4;;14.5;294;12.3;14.9;;;;;;;;;229;0;;;;0@@229@@796@@@20.9@16.1@14@17@5:47am@12:00am@12.8@13.3@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 06:00:00;13.6;1017.2;0.8;80;10;;4.8;;9.7;46;12.3;14.9;;;;;;;;;255;0;;;;0@@255@@796@@@20.9@16.4@14@17@5:47am@12:00am@13.3@13.3@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 06:10:00;13.6;1017.4;1;77;9.4;;6.4;;14.5;277;12.3;14.9;;;;;;;;;283;0;;;;0@@283@@796@@@20.9@16.8@14@17@5:47am@12:00am@13.9@13.3@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 06:20:00;13.7;1017.4;1;76;9.4;;8;;17.7;104;12.3;14.9;;;;;;;;;308;0.5;;;;0.5@@308@@796@@@20.9@17.1@14@17.1@5:47am@8:20am@13.9@13.3@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 06:30:00;13.7;1017.4;1;75;9.4;;8;;19.3;302;12.3;14.9;;;;;;;;;336;0.6;;;;0.6@@336@@796@@@20.9@17.2@14@17.2@5:47am@8:26am@11.7@13.3@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 06:40:00;13.9;1017.5;1.1;74;9.4;;9.7;;19.3;314;12.3;14.9;;;;;;;;;362;0.7;;;;0.7@@362@@796@@@20.9@17.4@14@17.4@5:47am@8:40am@13.9@13.9@19.22@54@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 06:50:00;14.3;1017.5;1.1;72;9.4;;6.4;;14.5;256;12.3;14.9;;;;;;;;;387;0.8;;;;0.8@@390@@796@@@20.9@17.6@14@17.6@5:47am@8:50am@14.4@13.9@19.22@55@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 07:00:00;14.5;1017.6;0.9;70;8.9;;8;;17.7;298;12.3;14.9;;;;;;;;;410;0.9;;;;0.9@@410@@796@@@20.9@17.9@14@17.9@5:47am@9:00am@14.4@14.4@19.22@54@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 07:10:00;14.5;1017.6;0.9;69;8.9;;11.3;;22.5;242;12.3;14.9;;;;;;;;;439;1.1;;;;1.1@@439@@796@@@22.5@18.2@14@18.2@5:47am@9:09am@14.4@14.4@19.22@54@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 07:20:00;14.5;1017.5;0.8;68;8.9;;12.9;;22.5;288;12.3;14.9;;;;;;;;;466;1.2;;;;1.2@@466@@796@@@22.5@18.3@14@18.3@5:47am@9:17am@12.8@14.4@19.22@53@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 07:30:00;14.7;1017.5;0.8;67;8.3;;11.3;;19.3;309;12.3;14.9;;;;;;;;;489;1.3;;;;1.3@@489@@796@@@22.5@18.4@14@18.4@5:47am@9:29am@15@14.4@19.22@53@52@56@12:00am@1:54am@2400@1849@+0200;wlkIPxml
000BV;2022-07-01 07:40:00;15.4;1017.5;0.8;66;8.9;;8;;20.9;303;12.3;15.4;;;;;;;;;512;1.4;;;;1.4@@512@@796@@@22.5@18.7@14@18.7@5:47am@9:40am@13.3@15@19.22@54@52@56@12:00am@1:54am@2139@1849@+0200;wlkIPxml
000BV;2022-07-01 07:50:00;15.2;1017.5;0.8;66;8.9;;11.3;;19.3;280;12.3;15.4;;;;;;;;;536;1.4;;;;1.4@@536@@796@@@24.1@18.9@14@18.9@5:47am@9:49am@13.3@15@19.22@53@52@56@12:00am@1:54am@2139@1849@+0200;wlkIPxml
000BV;2022-07-01 08:00:00;15.6;1017.5;0.5;63;8.3;;9.7;;17.7;88;12.3;15.6;;;;;;;;;570;1.6;;;;1.6@@570@@796@@@24.1@19.3@14@19.3@5:47am@10:01am@15.6@15@19.22@53@52@56@12:00am@1:54am@2200@1849@+0200;wlkIPxml
000BV;2022-07-01 08:10:00;15.6;1017.6;0.6;61;7.8;;11.3;;24.1;250;12.3;15.9;;;;;;;;;584;2;;;;2@@584@@796@@@24.1@19.5@14@19.5@5:47am@10:09am@13.9@15@19.22@52@52@56@12:00am@1:54am@2204@1849@+0200;wlkIPxml
000BV;2022-07-01 08:20:00;15.7;1017.6;0.6;60;7.8;;9.7;;19.3;267;12.3;15.9;;;;;;;;;605;2.2;;;;2.2@@605@@796@@@24.1@19.7@14@19.7@5:47am@10:21am@14.4@15@19.22@52@52@56@12:00am@1:54am@2204@1849@+0200;wlkIPxml
000BV;2022-07-01 08:30:00;15.8;1017.7;0.7;58;7.2;;11.3;;22.5;325;12.3;15.9;;;;;;;;;626;2.4;;;;2.4@@628@@796@@@24.1@19.9@14@19.9@5:47am@10:31am@16.1@15@19.22@52@52@56@12:00am@1:54am@2204@1849@+0200;wlkIPxml
000BV;2022-07-01 08:40:00;16.5;1017.7;0.7;57;7.8;;8;;20.9;318;12.3;16.5;;;;;;;;;654;2.6;;;;2.6@@663@@796@@@24.1@20.2@14@20.2@5:47am@10:41am@16.7@15.6@19.22@52@52@56@12:00am@1:54am@2241@1849@+0200;wlkIPxml
000BV;2022-07-01 08:50:00;16.4;1017.7;0.7;56;7.2;;12.9;;24.1;235;12.3;16.6;;;;;;;;;691;2.9;;;;2.9@@694@@796@@@24.1@20.6@14@20.6@5:47am@10:51am@16.7@15.6@19.22@51@51@56@10:46am@1:54am@2242@1849@+0200;wlkIPxml
000BV;2022-07-01 09:00:00;16.5;1017.9;0.7;56;7.8;;11.3;;19.3;280;12.3;16.6;;;;;;;;;700;3;;;;3@@703@@796@@@24.1@20.7@14@20.7@5:47am@10:59am@16.1@15.6@19.22@50@50@56@10:53am@1:54am@2242@1849@+0200;wlkIPxml
000BV;2022-07-01 09:10:00;16.9;1017.9;0.7;57;8.3;;8;;17.7;273;12.3;16.9;;;;;;;;;647;2;;;;2@@737@@796@@@24.1@21.1@14@21.1@5:47am@11:11am@16.1@16.1@19.22@51@50@56@10:53am@1:54am@2311@1849@+0200;wlkIPxml
000BV;2022-07-01 09:20:00;16.8;1017.9;0.7;57;8.3;;12.9;;22.5;96;12.3;16.9;;;;;;;;;780;3.5;;;;3.5@@780@@796@@@24.1@21.2@14@21.2@5:47am@11:19am@16.7@16.1@19.22@49@49@56@11:20am@1:54am@2311@1849@+0200;wlkIPxml
000BV;2022-07-01 09:30:00;18.1;1018;0.8;53;8.3;;4.8;;17.7;288;12.3;18.2;;;;;;;;;814;3.8;;;;3.8@@821@@796@@@24.1@21.6@14@21.6@5:47am@11:30am@17.2@17.2@19.22@50@49@56@11:20am@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 09:40:00;17;1017.9;0.7;57;8.3;;11.3;;24.1;217;12.3;18.2;;;;;;;;;265;1.8;;;;1.8@@888@@796@@@24.1@22.1@14@22.1@5:47am@11:39am@15@16.1@19.22@49@49@56@11:20am@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 09:50:00;17.1;1017.9;0.7;55;7.8;;11.3;;24.1;336;12.3;18.2;;;;;;;;;912;4.2;;;;4.2@@925@@796@@@24.1@21.9@14@22.1@5:47am@11:39am@17.2@16.1@19.22@48@48@56@11:42am@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 10:00:00;17.4;1017.9;0.3;54;7.8;;11.3;;25.7;69;12.3;18.2;;;;;;;;;262;2.2;;;;2.2@@1000@@796@@@25.7@21.9@14@22.1@5:47am@11:39am@17.2@16.7@19.22@48@48@56@11:42am@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 10:10:00;17.1;1018;0.4;54;7.8;;11.3;;20.9;284;12.3;18.2;;;;;;;;;171;1.8;;;;1.8@@1000@@796@@@25.7@21.8@14@22.1@5:47am@11:39am@16.7@16.1@19.22@47@47@56@12:04pm@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 10:20:00;17.3;1018;0.4;55;8.3;;11.3;;22.5;242;12.3;18.2;;;;;;;;;278;2.2;;;;2.2@@1000@@796@@@25.7@21.6@14@22.1@5:47am@11:39am@16.1@16.7@19.22@47@46@56@12:14pm@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 10:30:00;17.8;1018.1;0.5;54;8.3;;9.7;;22.5;355;12.3;18.2;;;;;;;;;1078;5;;;;5@@1078@@796@@@25.7@21.6@14@22.1@5:47am@11:39am@17.8@17.2@19.22@47@46@56@12:14pm@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 10:40:00;17.7;1018.1;0.5;54;8.3;;9.7;;17.7;225;12.3;18.2;;;;;;;;;271;5;;;;5@@1114@@796@@@25.7@21.8@14@22.1@5:47am@11:39am@17.8@16.7@19.22@47@46@56@12:14pm@1:54am@2330@1849@+0200;wlkIPxml
000BV;2022-07-01 10:50:00;18.4;1017.9;0.3;52;8.3;;8;;17.7;226;12.3;18.4;;;;;;;;;1035;5.2;;;;5.2@@1114@@796@@@25.7@22.2@14@22.2@5:47am@12:50pm@18.3@17.2@19.22@47@46@56@12:14pm@1:54am@2450@1849@+0200;wlkIPxml
000BV;2022-07-01 11:00:00;19.1;1018;0.5;48;7.8;;8;;19.3;239;12.3;19.2;;;;;;;;;1102;5.3;;;;5.3@@1114@@796@@@25.7@22.8@14@22.8@5:47am@1:00pm@17.2@17.8@19.22@48@46@56@12:14pm@1:54am@2459@1849@+0200;wlkIPxml
000BV;2022-07-01 11:10:00;18.4;1018.1;0.6;51;7.8;;6.4;;17.7;140;12.3;19.2;;;;;;;;;137;1.2;;;;1.2@@1114@@796@@@25.7@23.4@14@23.4@5:47am@1:10pm@18.3@17.2@19.22@47@46@56@12:14pm@1:54am@2459@1849@+0200;wlkIPxml
000BV;2022-07-01 11:20:00;18.2;1018.1;0.6;53;8.3;;8;;19.3;294;12.3;19.2;;;;;;;;;271;2.6;;;;2.6@@1114@@796@@@25.7@23.2@14@23.4@5:47am@1:10pm@18.3@17.2@19.22@45@45@56@1:17pm@1:54am@2459@1849@+0200;wlkIPxml
000BV;2022-07-01 11:30:00;18.6;1017.9;0.4;51;8.3;;8;;25.7;229;12.3;19.2;;;;;;;;;1081;5.7;;;;5.7@@1114@@796@@@25.7@22.9@14@23.4@5:47am@1:10pm@17.2@17.8@19.22@46@45@56@1:17pm@1:54am@2459@1849@+0200;wlkIPxml
000BV;2022-07-01 11:40:00;19.3;1017.9;0.4;50;8.3;;6.4;;20.9;233;12.3;19.3;;;;;;;;;1192;4.5;;;;4.5@@1209@@796@@@25.7@22.9@14@23.4@5:47am@1:10pm@19.4@18.3@19.22@46@45@56@1:17pm@1:54am@1349@1849@+0200;wlkIPxml
000BV;2022-07-01 12:00:00;18.8;1018;0.1;50;8.3;;11.3;;22.5;280;12.3;19.3;;;;;;;;;304;2.3;;;;2.3@@1209@@796@@@25.7@23.4@14@23.4@5:47am@1:10pm@18.3@17.8@19.22@45@45@56@1:17pm@1:54am@1349@1849@+0200;wlkIPxml
000BV;2022-07-01 12:10:00;18.6;1018.1;0.2;50;7.8;;9.7;;17.7;281;12.3;19.3;;;;;;;;;348;4.3;;;;4.3@@1209@@796@@@25.7@23.3@14@23.4@5:47am@1:10pm@18.3@17.8@19.22@45@45@56@1:17pm@1:54am@1349@1849@+0200;wlkIPxml
000BV;2022-07-01 12:20:00;18.9;1018.2;0.3;47;7.2;;9.7;;16.1;228;12.3;19.3;;;;;;;;;265;2.3;;;;2.3@@1209@@796@@@25.7@23.4@14@23.4@5:47am@1:10pm@18.3@17.8@19.22@44@44@56@2:21pm@1:54am@1349@1849@+0200;wlkIPxml
000BV;2022-07-01 12:30:00;18.7;1018;0.1;50;7.8;;8;;17.7;302;12.3;19.3;;;;;;;;;288;2.3;;;;2.3@@1209@@796@@@25.7@23.3@14@23.4@5:47am@2:22pm@18.3@17.8@19.22@42@42@56@2:26pm@1:54am@1349@1849@+0200;wlkIPxml
000BV;2022-07-01 12:40:00;18.9;1018.1;0.2;49;7.8;;11.3;;22.5;269;12.3;19.3;;;;;;;;;1030;5.6;;;;5.6@@1209@@796@@@25.7@23.2@14@23.4@5:47am@2:22pm@18.9@17.8@19.22@42@42@56@2:26pm@1:54am@1349@1849@+0200;wlkIPxml
000BV;2022-07-01 12:50:00;19.6;1017.9;;44;7.2;;6.4;;16.1;241;12.3;19.6;;;;;;;;;371;3.3;;;;3.3@@1209@@796@@@25.7@23.7@14@23.7@5:47am@2:51pm@18.3@18.3@19.22@44@42@56@2:26pm@1:54am@1447@1849@+0200;wlkIPxml
000BV;2022-07-01 13:00:00;19.7;1018;0.1;43;6.7;;11.3;;24.1;211;12.3;19.9;;;;;;;;;399;3.9;;;;3.9@@1209@@796@@@25.7@24.1@14@24.1@5:47am@3:00pm@19.4@18.9@19.22@42@42@56@2:26pm@1:54am@1458@1849@+0200;wlkIPxml
000BV;2022-07-01 13:10:00;19.7;1018;0.1;45;7.2;;14.5;;24.1;202;12.3;19.9;;;;;;;;;1056;5.3;;;;5.3@@1209@@796@@@25.7@24.1@14@24.1@5:47am@3:00pm@18.9@18.9@19.22@41@41@56@3:06pm@1:54am@1458@1849@+0200;wlkIPxml
000BV;2022-07-01 13:20:00;19.6;1018.1;0.2;45;7.2;;12.9;;29;228;12.3;19.9;;;;;;;;;661;4.1;;;;4.1@@1209@@796@@@25.7@24.2@14@24.2@5:47am@3:19pm@18.9@18.3@19.22@41@41@56@3:06pm@1:54am@1458@1849@+0200;wlkIPxml
000BV;2022-07-01 13:30:00;19.4;1018.1;0.2;46;7.2;;11.3;;25.7;238;12.3;19.9;;;;;;;;;452;3.1;;;;3.1@@1209@@796@@@25.7@24.1@14@24.2@5:47am@3:19pm@19.4@18.3@19.22@41@41@56@3:06pm@1:54am@1458@1849@+0200;wlkIPxml
000BV;2022-07-01 13:40:00;20;1018.1;0.2;45;7.8;;8;;24.1;178;12.3;20;;;;;;;;;304;2.8;;;;2.8@@1209@@796@@@29@24.1@14@24.2@5:47am@3:19pm@20@19.4@19.22@41@41@56@3:06pm@1:54am@1541@1849@+0200;wlkIPxml
000BV;2022-07-01 13:50:00;19.6;1018.1;0.2;48;8.3;;8;;19.3;350;12.3;20.2;;;;;;;;;225;1.6;;;;1.6@@1209@@796@@@29@24.2@14@24.2@5:47am@3:48pm@19.4@18.9@19.22@41@41@56@3:06pm@1:54am@1542@1849@+0200;wlkIPxml
000BV;2022-07-01 14:00:00;19.5;1018.2;0.2;47;7.8;;8;;17.7;275;12.3;20.2;;;;;;;;;251;1.6;;;;1.6@@1209@@796@@@29@24.2@14@24.2@5:47am@3:48pm@19.4@18.3@19.22@41@41@56@3:06pm@1:54am@1542@1849@+0200;wlkIPxml
000BV;2022-07-01 14:10:00;19.8;1018.3;0.3;46;7.8;;6.4;;17.7;355;12.3;20.2;;;;;;;;;343;2.1;;;;2.1@@1209@@796@@@29@24.1@14@24.2@5:47am@3:48pm@20@18.9@19.22@41@41@56@3:06pm@1:54am@1542@1849@+0200;wlkIPxml
