station,time,lat,lon,temperature
000BV,2022-06-20 14:00:00+02:00,48.847,2.356,18.3
000BV,2022-06-20 15:00:00+02:00,48.847,2.356,19.733333333333334
000BV,2022-06-20 16:00:00+02:00,48.847,2.356,20.349999999999998
000BV,2022-06-20 17:00:00+02:00,48.847,2.356,20.85
000BV,2022-06-20 18:00:00+02:00,48.847,2.356,21.033333333333335
000BV,2022-06-21 06:00:00+02:00,48.847,2.356,14.799999999999999
000BV,2022-06-21 07:00:00+02:00,48.847,2.356,14.233333333333334
000BV,2022-06-21 08:00:00+02:00,48.847,2.356,15.216666666666667
000BV,2022-06-21 09:00:00+02:00,48.847,2.356,16.866666666666664
000BV,2022-06-21 10:00:00+02:00,48.847,2.356,17.599999999999998
000BV,2022-06-21 11:00:00+02:00,48.847,2.356,18.900000000000002
000BV,2022-06-21 12:00:00+02:00,48.847,2.356,20.933333333333334
000BV,2022-06-21 13:00:00+02:00,48.847,2.356,22.75
000BV,2022-06-21 14:00:00+02:00,48.847,2.356,23.733333333333334
000BV,2022-06-21 15:00:00+02:00,48.847,2.356,24.366666666666664
000BV,2022-06-21 16:00:00+02:00,48.847,2.356,25.150000000000002
000BV,2022-06-21 17:00:00+02:00,48.847,2.356,25.21666666666667
000BV,2022-06-21 18:00:00+02:00,48.847,2.356,25.166666666666668
000BV,2022-06-22 06:00:00+02:00,48.847,2.356,16.0
000BV,2022-06-22 07:00:00+02:00,48.847,2.356,15.933333333333335
000BV,2022-06-22 08:00:00+02:00,48.847,2.356,15.766666666666666
000BV,2022-06-22 09:00:00+02:00,48.847,2.356,16.116666666666667
000BV,2022-06-22 10:00:00+02:00,48.847,2.356,17.366666666666667
000BV,2022-06-22 11:00:00+02:00,48.847,2.356,18.833333333333332
000BV,2022-06-22 12:00:00+02:00,48.847,2.356,21.366666666666664
000BV,2022-06-22 13:00:00+02:00,48.847,2.356,22.933333333333334
000BV,2022-06-22 14:00:00+02:00,48.847,2.356,21.933333333333334
000BV,2022-06-22 15:00:00+02:00,48.847,2.356,21.866666666666664
000BV,2022-06-22 16:00:00+02:00,48.847,2.356,23.066666666666666
000BV,2022-06-22 17:00:00+02:00,48.847,2.356,23.183333333333334
000BV,2022-06-22 18:00:00+02:00,48.847,2.356,23.666666666666668
000BV,2022-06-23 06:00:00+02:00,48.847,2.356,17.650000000000002
000BV,2022-06-23 07:00:00+02:00,48.847,2.356,18.033333333333335
000BV,2022-06-23 08:00:00+02:00,48.847,2.356,18.416666666666668
000BV,2022-06-23 09:00:00+02:00,48.847,2.356,19.3
000BV,2022-06-23 10:00:00+02:00,48.847,2.356,20.683333333333334
000BV,2022-06-23 11:00:00+02:00,48.847,2.356,21.650000000000002
000BV,2022-06-23 12:00:00+02:00,48.847,2.356,23.183333333333334
000BV,2022-06-23 13:00:00+02:00,48.847,2.356,24.116666666666664
000BV,2022-06-23 14:00:00+02:00,48.847,2.356,25.016666666666666
000BV,2022-06-23 15:00:00+02:00,48.847,2.356,25.633333333333336
000BV,2022-06-23 16:00:00+02:00,48.847,2.356,26.03333333333333
000BV,2022-06-23 17:00:00+02:00,48.847,2.356,26.349999999999998
000BV,2022-06-23 18:00:00+02:00,48.847,2.356,26.366666666666664
000BV,2022-06-24 06:00:00+02:00,48.847,2.356,17.666666666666668
000BV,2022-06-24 07:00:00+02:00,48.847,2.356,17.45
000BV,2022-06-24 08:00:00+02:00,48.847,2.356,17.533333333333335
000BV,2022-06-24 09:00:00+02:00,48.847,2.356,18.466666666666665
000BV,2022-06-24 10:00:00+02:00,48.847,2.356,19.216666666666665
000BV,2022-06-24 11:00:00+02:00,48.847,2.356,20.099999999999998
000BV,2022-06-24 12:00:00+02:00,48.847,2.356,21.099999999999998
000BV,2022-06-24 13:00:00+02:00,48.847,2.356,21.46666666666667
000BV,2022-06-24 14:00:00+02:00,48.847,2.356,21.866666666666664
000BV,2022-06-24 15:00:00+02:00,48.847,2.356,21.52
000BV,2022-06-24 16:00:00+02:00,48.847,2.356,21.849999999999998
000BV,2022-06-24 17:00:00+02:00,48.847,2.356,21.78333333333333
000BV,2022-06-24 18:00:00+02:00,48.847,2.356,22.21666666666667
000BV,2022-06-25 06:00:00+02:00,48.847,2.356,16.266666666666666
000BV,2022-06-25 07:00:00+02:00,48.847,2.356,16.483333333333334
000BV,2022-06-25 08:00:00+02:00,48.847,2.356,16.733333333333334
000BV,2022-06-25 09:00:00+02:00,48.847,2.356,16.95
000BV,2022-06-25 10:00:00+02:00,48.847,2.356,17.366666666666667
000BV,2022-06-25 11:00:00+02:00,48.847,2.356,16.866666666666667
000BV,2022-06-25 12:00:00+02:00,48.847,2.356,17.133333333333333
000BV,2022-06-25 13:00:00+02:00,48.847,2.356,17.650000000000002
000BV,2022-06-25 14:00:00+02:00,48.847,2.356,16.816666666666666
000BV,2022-06-25 15:00:00+02:00,48.847,2.356,16.733333333333334
000BV,2022-06-25 16:00:00+02:00,48.847,2.356,17.116666666666667
000BV,2022-06-25 17:00:00+02:00,48.847,2.356,16.816666666666666
000BV,2022-06-25 18:00:00+02:00,48.847,2.356,16.366666666666667
000BV,2022-06-26 06:00:00+02:00,48.847,2.356,13.916666666666666
000BV,2022-06-26 07:00:00+02:00,48.847,2.356,14.283333333333333
000BV,2022-06-26 08:00:00+02:00,48.847,2.356,14.816666666666668
000BV,2022-06-26 09:00:00+02:00,48.847,2.356,15.766666666666666
000BV,2022-06-26 10:00:00+02:00,48.847,2.356,16.933333333333334
000BV,2022-06-26 11:00:00+02:00,48.847,2.356,17.86
000BV,2022-06-26 12:00:00+02:00,48.847,2.356,18.233333333333334
000BV,2022-06-26 13:00:00+02:00,48.847,2.356,19.28
000BV,2022-06-26 14:00:00+02:00,48.847,2.356,19.666666666666668
000BV,2022-06-26 15:00:00+02:00,48.847,2.356,19.55
000BV,2022-06-26 16:00:00+02:00,48.847,2.356,20.48
000BV,2022-06-26 17:00:00+02:00,48.847,2.356,20.266666666666666
000BV,2022-06-26 18:00:00+02:00,48.847,2.356,19.96666666666667
000BV,2022-06-27 06:00:00+02:00,48.847,2.356,16.183333333333334
000BV,2022-06-27 07:00:00+02:00,48.847,2.356,15.816666666666668
000BV,2022-06-27 08:00:00+02:00,48.847,2.356,15.75
000BV,2022-06-27 09:00:00+02:00,48.847,2.356,15.85
000BV,2022-06-27 10:00:00+02:00,48.847,2.356,16.366666666666667
000BV,2022-06-27 11:00:00+02:00,48.847,2.356,17.849999999999998
000BV,2022-06-27 12:00:00+02:00,48.847,2.356,19.183333333333334
000BV,2022-06-27 13:00:00+02:00,48.847,2.356,19.983333333333334
000BV,2022-06-27 14:00:00+02:00,48.847,2.356,21.150000000000002
000BV,2022-06-27 15:00:00+02:00,48.847,2.356,21.86
000BV,2022-06-27 16:00:00+02:00,48.847,2.356,21.849999999999998
000BV,2022-06-27 17:00:00+02:00,48.847,2.356,21.666666666666668
000BV,2022-06-27 18:00:00+02:00,48.847,2.356,22.066666666666666
000BV,2022-06-28 06:00:00+02:00,48.847,2.356,15.1
000BV,2022-06-28 07:00:00+02:00,48.847,2.356,16.183333333333334
000BV,2022-06-28 08:00:00+02:00,48.847,2.356,17.383333333333333
000BV,2022-06-28 09:00:00+02:00,48.847,2.356,18.633333333333333
000BV,2022-06-28 10:00:00+02:00,48.847,2.356,19.866666666666667
000BV,2022-06-28 11:00:00+02:00,48.847,2.356,21.183333333333334
000BV,2022-06-28 12:00:00+02:00,48.847,2.356,21.866666666666664
000BV,2022-06-28 13:00:00+02:00,48.847,2.356,22.916666666666668
000BV,2022-06-28 14:00:00+02:00,48.847,2.356,23.46666666666667
000BV,2022-06-28 15:00:00+02:00,48.847,2.356,24.55
000BV,2022-06-28 16:00:00+02:00,48.847,2.356,24.916666666666668
000BV,2022-06-28 17:00:00+02:00,48.847,2.356,25.2
000BV,2022-06-28 18:00:00+02:00,48.847,2.356,25.583333333333332
000BV,2022-06-29 06:00:00+02:00,48.847,2.356,17.266666666666666
000BV,2022-06-29 07:00:00+02:00,48.847,2.356,17.816666666666666
000BV,2022-06-29 08:00:00+02:00,48.847,2.356,18.216666666666665
000BV,2022-06-29 09:00:00+02:00,48.847,2.356,19.650000000000002
000BV,2022-06-29 10:00:00+02:00,48.847,2.356,20.85
000BV,2022-06-29 11:00:00+02:00,48.847,2.356,20.916666666666668
000BV,2022-06-29 12:00:00+02:00,48.847,2.356,21.283333333333335
000BV,2022-06-29 13:00:00+02:00,48.847,2.356,22.516666666666666
000BV,2022-06-29 14:00:00+02:00,48.847,2.356,23.516666666666666
000BV,2022-06-29 15:00:00+02:00,48.847,2.356,24.183333333333334
000BV,2022-06-29 16:00:00+02:00,48.847,2.356,24.733333333333334
000BV,2022-06-29 17:00:00+02:00,48.847,2.356,24.733333333333334
000BV,2022-06-29 18:00:00+02:00,48.847,2.356,24.866666666666664
000BV,2022-06-30 06:00:00+02:00,48.847,2.356,14.533333333333333
000BV,2022-06-30 07:00:00+02:00,48.847,2.356,14.1
000BV,2022-06-30 08:00:00+02:00,48.847,2.356,14.083333333333334
000BV,2022-06-30 09:00:00+02:00,48.847,2.356,13.950000000000001
000BV,2022-06-30 10:00:00+02:00,48.847,2.356,13.566666666666668
000BV,2022-06-30 11:00:00+02:00,48.847,2.356,13.416666666666666
000BV,2022-06-30 12:00:00+02:00,48.847,2.356,13.299999999999999
000BV,2022-06-30 13:00:00+02:00,48.847,2.356,13.333333333333334
