station,time,lat,lon,temperature
000BV,2019-06-22 14:00:00+02:00,48.847,2.356,23.21666666666667
000BV,2019-06-22 15:00:00+02:00,48.847,2.356,24.083333333333332
000BV,2019-06-22 16:00:00+02:00,48.847,2.356,24.766666666666666
000BV,2019-06-22 17:00:00+02:00,48.847,2.356,24.783333333333335
000BV,2019-06-22 18:00:00+02:00,48.847,2.356,24.433333333333334
000BV,2019-06-23 06:00:00+02:00,48.847,2.356,18.3
000BV,2019-06-23 07:00:00+02:00,48.847,2.356,19.266666666666666
000BV,2019-06-23 08:00:00+02:00,48.847,2.356,20.0
000BV,2019-06-23 09:00:00+02:00,48.847,2.356,21.883333333333336
000BV,2019-06-23 10:00:00+02:00,48.847,2.356,23.483333333333334
000BV,2019-06-23 11:00:00+02:00,48.847,2.356,24.48
000BV,2019-06-23 12:00:00+02:00,48.847,2.356,25.7
000BV,2019-06-23 13:00:00+02:00,48.847,2.356,26.3
000BV,2019-06-23 14:00:00+02:00,48.847,2.356,26.45
000BV,2019-06-23 15:00:00+02:00,48.847,2.356,26.633333333333336
000BV,2019-06-23 16:00:00+02:00,48.847,2.356,26.95
000BV,2019-06-23 17:00:00+02:00,48.847,2.356,27.53333333333333
000BV,2019-06-23 18:00:00+02:00,48.847,2.356,27.633333333333336
000BV,2019-06-24 06:00:00+02:00,48.847,2.356,21.55
000BV,2019-06-24 07:00:00+02:00,48.847,2.356,21.78333333333333
000BV,2019-06-24 08:00:00+02:00,48.847,2.356,22.583333333333332
000BV,2019-06-24 09:00:00+02:00,48.847,2.356,24.233333333333334
000BV,2019-06-24 10:00:00+02:00,48.847,2.356,26.483333333333334
000BV,2019-06-24 11:00:00+02:00,48.847,2.356,28.616666666666664
000BV,2019-06-24 12:00:00+02:00,48.847,2.356,28.416666666666668
000BV,2019-06-24 13:00:00+02:00,48.847,2.356,28.383333333333336
000BV,2019-06-24 14:00:00+02:00,48.847,2.356,28.25
000BV,2019-06-24 15:00:00+02:00,48.847,2.356,28.55
000BV,2019-06-24 16:00:00+02:00,48.847,2.356,29.21666666666667
