file,total_valid,mndwi_min,mndwi_q01,mndwi_q05,mndwi_median,mndwi_q95,mndwi_q99,mndwi_max,mndwi_out_abs>1_count,mndwi_out_abs>1_ratio
slowvars_201906_modis1km.tif,1078,-0.6143761873245239,-0.559089042544365,-0.505218780040741,-0.37088097631931305,-0.22623939514160157,-0.1479870535433292,-0.07950933277606964,0,0.0
slowvars_201907_modis1km.tif,1080,-0.6312050819396973,-0.5833275091648101,-0.513928797841072,-0.3722686320543289,-0.22234434708952905,-0.15180645734071727,-0.07175809890031815,0,0.0
slowvars_201908_modis1km.tif,1062,-0.6064006090164185,-0.5621666097640992,-0.5094615936279296,-0.37231723964214325,-0.21400137841701508,-0.13292678788304327,-0.10046985745429993,0,0.0
slowvars_202206_modis1km.tif,1080,-1.225892186164856,-0.5034552347660065,-0.45532173961400985,-0.3431478887796402,-0.2168212585151196,-0.14992089614272108,-0.11423396319150925,1,0.000925925925925926
slowvars_202207_modis1km.tif,1080,-0.6007199287414551,-0.5703844285011291,-0.515802675485611,-0.37364697456359863,-0.23198771104216578,-0.1637246645987032,-0.07068629562854767,0,0.0
slowvars_202208_modis1km.tif,1080,-0.6895673274993896,-0.5659426516294479,-0.5273608267307281,-0.3787059485912323,-0.23419163972139362,-0.1596981607377529,-0.10312745720148087,0,0.0
